node,degree,betweenness,pagerank,type,node_type
#fx,3,0.0,0.0102228423909414,hashtag,hashtag
#powell,9,0.0102895126545477,0.0101898169488392,hashtag,hashtag
#markets,8,0.0297149466276616,0.0100809640317,hashtag,hashtag
#amc,5,0.0,0.0096153846153846,hashtag,hashtag
#amcneverleaving,5,0.0,0.0096153846153846,hashtag,hashtag
#amctothestars,5,0.0,0.0096153846153846,hashtag,hashtag
#gme,5,0.0,0.0096153846153846,hashtag,hashtag
#gmetothemoon,5,0.0,0.0096153846153846,hashtag,hashtag
#roaringkitty,5,0.0,0.0096153846153846,hashtag,hashtag
#sacmortgage,5,0.0,0.0096153846153846,hashtag,hashtag
#sacramentohomeloans,5,0.0,0.0096153846153846,hashtag,hashtag
#sacramentoloans,5,0.0,0.0096153846153846,hashtag,hashtag
#sacramentomortgage,5,0.0,0.0096153846153846,hashtag,hashtag
#sacramentomortgagebroker,5,0.0,0.0096153846153846,hashtag,hashtag
#sacramentomortgagerates,5,0.0,0.0096153846153846,hashtag,hashtag
#abhinoor,4,0.0,0.0096153846153846,hashtag,hashtag
#abhishekbajaj,4,0.0,0.0096153846153846,hashtag,hashtag
#baseerali,4,0.0,0.0096153846153846,hashtag,hashtag
#nowfestxppkrit,4,0.0,0.0096153846153846,hashtag,hashtag
#sstvi,4,0.0,0.0096153846153846,hashtag,hashtag
#commoditytips,2,0.0,0.0096153846153846,hashtag,hashtag
#icicisecurities,2,0.0,0.0096153846153846,hashtag,hashtag
#investmentguruindia,2,0.0,0.0096153846153846,hashtag,hashtag
#nasdaq100,2,0.0,0.0096153846153846,hashtag,hashtag
#russell2000,2,0.0,0.0096153846153846,hashtag,hashtag
#sp500,2,0.0,0.0096153846153846,hashtag,hashtag
#bankofamerica,10,0.0005058004372681,0.0094399753875845,hashtag,hashtag
#china,10,0.0005058004372681,0.0094399753875845,hashtag,hashtag
#federal,10,0.0005058004372681,0.0094399753875845,hashtag,hashtag
#federalbnk,10,0.0005058004372681,0.0094399753875845,hashtag,hashtag
#trade,10,0.0005058004372681,0.0094399753875845,hashtag,hashtag
#usa,10,0.0005058004372681,0.0094399753875845,hashtag,hashtag
#investors,10,0.0005058004372681,0.0094399753875845,hashtag,hashtag
#jeromepowell,10,0.0005058004372681,0.0094399753875845,hashtag,hashtag
#marketsentiment,9,0.0094998999410985,0.0091864183673284,hashtag,hashtag
#riskon,9,0.0094998999410985,0.0091864183673284,hashtag,hashtag
#traderlife,9,0.0094998999410985,0.0091864183673284,hashtag,hashtag
#brent,11,0.0004199354170799,0.0091556070800016,hashtag,hashtag
#eurusd,11,0.0004199354170799,0.0091556070800016,hashtag,hashtag
#iforex,11,0.0004199354170799,0.0091556070800016,hashtag,hashtag
#oil,11,0.0004199354170799,0.0091556070800016,hashtag,hashtag
#us500,11,0.0004199354170799,0.0091556070800016,hashtag,hashtag
#wti,11,0.0004199354170799,0.0091556070800016,hashtag,hashtag
#finance,7,0.0106496761513885,0.0084404712111796,hashtag,hashtag
#cryptonews,5,0.0,0.0079726973255316,hashtag,hashtag
#uptober,6,0.0046669489017161,0.0079600528039718,hashtag,hashtag
#eth,3,0.0296973158195316,0.0077726060499848,hashtag,hashtag
#ratecut,6,0.0066480804034134,0.0067702265257831,hashtag,hashtag
#goldprice,3,0.0,0.0067572235519763,hashtag,hashtag
#goldprices,3,0.0,0.0067572235519763,hashtag,hashtag
#goldpricetoday,3,0.0,0.0067572235519763,hashtag,hashtag
#altcoins,2,0.0,0.0063425336320455,hashtag,hashtag
#altcoinseason,2,0.0,0.0063425336320455,hashtag,hashtag
#cryptoinvesting,5,0.0025919675044986,0.0060891455697592,hashtag,hashtag
#cryptoupdates,5,0.0025919675044986,0.0060891455697592,hashtag,hashtag
#financenews,5,0.0027615254086682,0.0059752032043213,hashtag,hashtag
#shahdex,5,0.0027615254086682,0.0059752032043213,hashtag,hashtag
#usmarkets,5,0.0027615254086682,0.0059752032043213,hashtag,hashtag
#fomc,5,0.0001479504284624,0.005939315272776,hashtag,hashtag
#etf,5,0.0049467503649368,0.005832591913797,hashtag,hashtag
#silvertrading,1,0.0,0.0057306567578148,hashtag,hashtag
#btcusd,4,0.0,0.0055354959545426,hashtag,hashtag
#cryptocrash,4,0.0,0.0055354959545426,hashtag,hashtag
#trumptariffs,4,0.0,0.0055354959545426,hashtag,hashtag
#insight,4,0.0004110962240151,0.0053921073368103,hashtag,hashtag
#update,4,0.0004110962240151,0.0053921073368103,hashtag,hashtag
#ethereum,3,0.0,0.0052369091090649,hashtag,hashtag
#mcx,4,0.0003230477245325,0.0050781472056903,hashtag,hashtag
#ustariff,4,0.0003230477245325,0.0050781472056903,hashtag,hashtag
#tradingview,4,0.0003093758833336,0.0048084997452247,hashtag,hashtag
#xauusdsignals,4,0.0003093758833336,0.0048084997452247,hashtag,hashtag
#economy,3,0.0004970704570933,0.0047690248400361,hashtag,hashtag
#economicoutlook,3,0.0001262201005205,0.004474166648267,hashtag,hashtag
#useconomy,3,0.0001262201005205,0.004474166648267,hashtag,hashtag
#defi,3,0.0011165955055161,0.0042620977558501,hashtag,hashtag
#c,3,0.0002638481625279,0.0042450533158017,hashtag,hashtag
#macro,3,0.0,0.0042036483535856,hashtag,hashtag
#fedratecut,3,0.0008820719566061,0.004121115254903,hashtag,hashtag
#inflation,2,0.0,0.0040735339992972,hashtag,hashtag
#labormarket,2,0.0,0.0040735339992972,hashtag,hashtag
#silverprice,2,0.0,0.0039999352739074,hashtag,hashtag
#silverprices,2,0.0,0.0039999352739074,hashtag,hashtag
#rates,2,0.0,0.0038654838349416,hashtag,hashtag
#tradekixai,2,0.0,0.0038654838349416,hashtag,hashtag
#cryptocurrency,1,0.0,0.0023787594717942,hashtag,hashtag
#breaking,1,0.0,0.0023223680239666,hashtag,hashtag
#cryptotrends,1,0.0,0.0023223680239666,hashtag,hashtag
#stockmarket,1,0.0,0.0022226447622059,hashtag,hashtag
